Nr,Agreement,Document symbol,Document link (1),Document link (2),Notifying Member,Region group,Development status,Year,Notification pursuant to,Measure description,Type of measure,Coverage of the measure,ICS - HS code,Implementation period,Subsidy amount,Environment-related objective,Keywords,Harmonized types of environment-related objectives,Harmonized types of measures,Harmonized types of sectors subject to the measure,COUNTRIES,START,END,ISIC,Similar measures,Similarity index,BREADTH_economic_sectors,BREADTH_env_objectives,BREADTH_env_keywords,BREADTH,DEPTH_wording,DEPTH_measures_variety,DEPTH_measures_instrument,DEPTH,MEASURE_SCORE,Reported HS codes,Reported ICS codes,Reported ambiguous codes,Tentative HS chapters match,Absolute link strength (L_tilde),Relative link strength (L_bar),notification_used_as_start
1357,Technical Barriers to Trade,G/TBT/N/ARE/505 ; G/TBT/N/BHR/606 ; G/TBT/N/KWT/574 ; G/TBT/N/OMN/440 ; G/TBT/N/QAT/595 ; G/TBT/N/SAU/1199 ; G/TBT/N/YEM/201,"=IF(C1358="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1358),C1358)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100)))), """""""""""""""" """""""""""""""")","Bahrain, Kingdom of;Kuwait, the State of;Oman;Qatar;Saudi Arabia, Kingdom of;United Arab Emirates;Yemen",Middle East;Middle East;Middle East;Middle East;Middle East;Middle East;Middle East,Developing;Developing;Developing;Developing;Developing;Developing;Least-developed,2021,Article 2.9.2 of the TBT Agreement,"Draft of the UAE GCC Technical Regulation """"""""""""""""cheddar cheese"""""""""""""""": This draft of Gulf technical regulation is concerned with the requirement of cheddar cheese according to the description in the clause No. 3 of the technical regulations, intended for direct human consumption or food processing.",Technical regulation,Cheese,0406;67.100.30,"","",Protection of the environment as notified by the Member,Environment;Labelling,Sustainable agriculture management,Technical regulation or specifications,Agriculture,Oman,2021,,01,1351;1352;1353;1355;1356;1354,0.771;0.766;0.93;0.93;0.93;0.886,0.128,0.27,0.346,0.654,0,0.315,0.5,0.815,0.533,0406,67.100.30,"",4,69,0.303,TRUE
1357,Technical Barriers to Trade,G/TBT/N/ARE/505 ; G/TBT/N/BHR/606 ; G/TBT/N/KWT/574 ; G/TBT/N/OMN/440 ; G/TBT/N/QAT/595 ; G/TBT/N/SAU/1199 ; G/TBT/N/YEM/201,"=IF(C1358="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1358),C1358)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100)))), """""""""""""""" """""""""""""""")","Bahrain, Kingdom of;Kuwait, the State of;Oman;Qatar;Saudi Arabia, Kingdom of;United Arab Emirates;Yemen",Middle East;Middle East;Middle East;Middle East;Middle East;Middle East;Middle East,Developing;Developing;Developing;Developing;Developing;Developing;Least-developed,2021,Article 2.9.2 of the TBT Agreement,"Draft of the UAE GCC Technical Regulation """"""""""""""""cheddar cheese"""""""""""""""": This draft of Gulf technical regulation is concerned with the requirement of cheddar cheese according to the description in the clause No. 3 of the technical regulations, intended for direct human consumption or food processing.",Technical regulation,Cheese,0406;67.100.30,"","",Protection of the environment as notified by the Member,Environment;Labelling,Sustainable agriculture management,Technical regulation or specifications,Agriculture,Qatar,2021,,01,1351;1352;1353;1355;1356;1354,0.771;0.766;0.93;0.93;0.93;0.886,0.128,0.27,0.346,0.654,0,0.315,0.5,0.815,0.533,0406,67.100.30,"",4,69,0.303,TRUE
1357,Technical Barriers to Trade,G/TBT/N/ARE/505 ; G/TBT/N/BHR/606 ; G/TBT/N/KWT/574 ; G/TBT/N/OMN/440 ; G/TBT/N/QAT/595 ; G/TBT/N/SAU/1199 ; G/TBT/N/YEM/201,"=IF(C1358="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1358),C1358)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100)))), """""""""""""""" """""""""""""""")","Bahrain, Kingdom of;Kuwait, the State of;Oman;Qatar;Saudi Arabia, Kingdom of;United Arab Emirates;Yemen",Middle East;Middle East;Middle East;Middle East;Middle East;Middle East;Middle East,Developing;Developing;Developing;Developing;Developing;Developing;Least-developed,2021,Article 2.9.2 of the TBT Agreement,"Draft of the UAE GCC Technical Regulation """"""""""""""""cheddar cheese"""""""""""""""": This draft of Gulf technical regulation is concerned with the requirement of cheddar cheese according to the description in the clause No. 3 of the technical regulations, intended for direct human consumption or food processing.",Technical regulation,Cheese,0406;67.100.30,"","",Protection of the environment as notified by the Member,Environment;Labelling,Sustainable agriculture management,Technical regulation or specifications,Agriculture,"Saudi Arabia, Kingdom of",2021,,01,1351;1352;1353;1355;1356;1354,0.771;0.766;0.93;0.93;0.93;0.886,0.128,0.27,0.346,0.654,0,0.315,0.5,0.815,0.533,0406,67.100.30,"",4,69,0.303,TRUE
1357,Technical Barriers to Trade,G/TBT/N/ARE/505 ; G/TBT/N/BHR/606 ; G/TBT/N/KWT/574 ; G/TBT/N/OMN/440 ; G/TBT/N/QAT/595 ; G/TBT/N/SAU/1199 ; G/TBT/N/YEM/201,"=IF(C1358="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1358),C1358)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100)))), """""""""""""""" """""""""""""""")","Bahrain, Kingdom of;Kuwait, the State of;Oman;Qatar;Saudi Arabia, Kingdom of;United Arab Emirates;Yemen",Middle East;Middle East;Middle East;Middle East;Middle East;Middle East;Middle East,Developing;Developing;Developing;Developing;Developing;Developing;Least-developed,2021,Article 2.9.2 of the TBT Agreement,"Draft of the UAE GCC Technical Regulation """"""""""""""""cheddar cheese"""""""""""""""": This draft of Gulf technical regulation is concerned with the requirement of cheddar cheese according to the description in the clause No. 3 of the technical regulations, intended for direct human consumption or food processing.",Technical regulation,Cheese,0406;67.100.30,"","",Protection of the environment as notified by the Member,Environment;Labelling,Sustainable agriculture management,Technical regulation or specifications,Agriculture,United Arab Emirates,2021,,01,1351;1352;1353;1355;1356;1354,0.771;0.766;0.93;0.93;0.93;0.886,0.128,0.27,0.346,0.654,0,0.315,0.5,0.815,0.533,0406,67.100.30,"",4,69,0.303,TRUE
1357,Technical Barriers to Trade,G/TBT/N/ARE/505 ; G/TBT/N/BHR/606 ; G/TBT/N/KWT/574 ; G/TBT/N/OMN/440 ; G/TBT/N/QAT/595 ; G/TBT/N/SAU/1199 ; G/TBT/N/YEM/201,"=IF(C1358="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1358,1,FIND("""""""""""""""";"""""""""""""""",C1358,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1358),C1358)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1358,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1358,FIND("""""""""""""""";"""""""""""""""",C1358,1)+1,100)))), """""""""""""""" """""""""""""""")","Bahrain, Kingdom of;Kuwait, the State of;Oman;Qatar;Saudi Arabia, Kingdom of;United Arab Emirates;Yemen",Middle East;Middle East;Middle East;Middle East;Middle East;Middle East;Middle East,Developing;Developing;Developing;Developing;Developing;Developing;Least-developed,2021,Article 2.9.2 of the TBT Agreement,"Draft of the UAE GCC Technical Regulation """"""""""""""""cheddar cheese"""""""""""""""": This draft of Gulf technical regulation is concerned with the requirement of cheddar cheese according to the description in the clause No. 3 of the technical regulations, intended for direct human consumption or food processing.",Technical regulation,Cheese,0406;67.100.30,"","",Protection of the environment as notified by the Member,Environment;Labelling,Sustainable agriculture management,Technical regulation or specifications,Agriculture,Yemen,2021,,01,1351;1352;1353;1355;1356;1354,0.771;0.766;0.93;0.93;0.93;0.886,0.128,0.27,0.346,0.654,0,0.315,0.5,0.815,0.533,0406,67.100.30,"",4,69,0.303,TRUE
1358,Technical Barriers to Trade,G/TBT/N/ARE/516,"=IF(C1359="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1359),C1359)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,Technical regulation for controlling of air quality measurements: This Regulation applies to laboratories and environmental monitoring networks to measure air pollutants specified in Cabinet Resolution No. (12) of 2006 regarding the system for protecting air from pollution.,Technical regulation,Air quality measurements,13.040,"","",Applies to environmental monitoring networks to measure air pollutants and protect the air from pollution,Environment;Pollution,Air pollution reduction,Technical regulation or specifications,Energy,United Arab Emirates,2021,,35,"","",0.588,0.27,0.346,1.344,0,0.315,0.5,0.815,1.095,"","",13.040,30,38,0.132,TRUE
1358,Technical Barriers to Trade,G/TBT/N/ARE/516,"=IF(C1359="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1359),C1359)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,Technical regulation for controlling of air quality measurements: This Regulation applies to laboratories and environmental monitoring networks to measure air pollutants specified in Cabinet Resolution No. (12) of 2006 regarding the system for protecting air from pollution.,Technical regulation,Air quality measurements,13.040,"","",Applies to environmental monitoring networks to measure air pollutants and protect the air from pollution,Environment;Pollution,Air pollution reduction,Technical regulation or specifications,Energy,United Arab Emirates,2021,,35,"","",0.588,0.27,0.346,1.344,0,0.315,0.5,0.815,1.095,"","",13.040,73,32,0.11,TRUE
1358,Technical Barriers to Trade,G/TBT/N/ARE/516,"=IF(C1359="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1359),C1359)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,Technical regulation for controlling of air quality measurements: This Regulation applies to laboratories and environmental monitoring networks to measure air pollutants specified in Cabinet Resolution No. (12) of 2006 regarding the system for protecting air from pollution.,Technical regulation,Air quality measurements,13.040,"","",Applies to environmental monitoring networks to measure air pollutants and protect the air from pollution,Environment;Pollution,Air pollution reduction,Technical regulation or specifications,Energy,United Arab Emirates,2021,,35,"","",0.588,0.27,0.346,1.344,0,0.315,0.5,0.815,1.095,"","",13.040,84,49,0.171,TRUE
1358,Technical Barriers to Trade,G/TBT/N/ARE/516,"=IF(C1359="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1359),C1359)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,Technical regulation for controlling of air quality measurements: This Regulation applies to laboratories and environmental monitoring networks to measure air pollutants specified in Cabinet Resolution No. (12) of 2006 regarding the system for protecting air from pollution.,Technical regulation,Air quality measurements,13.040,"","",Applies to environmental monitoring networks to measure air pollutants and protect the air from pollution,Environment;Pollution,Air pollution reduction,Technical regulation or specifications,Energy,United Arab Emirates,2021,,35,"","",0.588,0.27,0.346,1.344,0,0.315,0.5,0.815,1.095,"","",13.040,85,81,0.282,TRUE
1358,Technical Barriers to Trade,G/TBT/N/ARE/516,"=IF(C1359="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1359,1,FIND("""""""""""""""";"""""""""""""""",C1359,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1359),C1359)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1359,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1359,FIND("""""""""""""""";"""""""""""""""",C1359,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,Technical regulation for controlling of air quality measurements: This Regulation applies to laboratories and environmental monitoring networks to measure air pollutants specified in Cabinet Resolution No. (12) of 2006 regarding the system for protecting air from pollution.,Technical regulation,Air quality measurements,13.040,"","",Applies to environmental monitoring networks to measure air pollutants and protect the air from pollution,Environment;Pollution,Air pollution reduction,Technical regulation or specifications,Energy,United Arab Emirates,2021,,35,"","",0.588,0.27,0.346,1.344,0,0.315,0.5,0.815,1.095,"","",13.040,90,30,0.104,TRUE
1359,Technical Barriers to Trade,G/TBT/N/ARE/517,"=IF(C1360="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1360,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1360,1,FIND("""""""""""""""";"""""""""""""""",C1360,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1360,1,FIND("""""""""""""""";"""""""""""""""",C1360,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1360),C1360)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1360,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1360,FIND("""""""""""""""";"""""""""""""""",C1360,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1360,FIND("""""""""""""""";"""""""""""""""",C1360,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,"Technical Regulation for legal units of measurement: The provisions of this regulation apply to the legal units of measurement, their symbols and prefixes only, in the following areas:(...) 5- The areas of health, safety and environment(...)",Technical regulation,Legal units of measurement,17.020,"","",Applies to legal units of measurement in the area of protection of environment,Environment,General environmental protection,Technical regulation or specifications,All products/economic activities,United Arab Emirates,2021,,01-99,"","",1,0.27,0.218,1.866,0,0.315,0.5,0.815,1.521,"","",17.020,84,164,0.801,TRUE
1359,Technical Barriers to Trade,G/TBT/N/ARE/517,"=IF(C1360="""""""""""""""""""""""""""""""","""""""""""""""""""""""""""""""",IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1360,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(MID(C1360,1,FIND("""""""""""""""";"""""""""""""""",C1360,1) - 1),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), MID(C1360,1,FIND("""""""""""""""";"""""""""""""""",C1360,1) - 1)), HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",C1360),C1360)))","=IF(IFERROR(FIND("""""""""""""""";"""""""""""""""",C1360,1), 0) > 0, HYPERLINK(CONCATENATE(""""""""""""""""https://docs.wto.org/dol2fe/Pages/SS/DoSearch.aspx?DataSource=Cat&query=@Symbol="""""""""""""""",SUBSTITUTE(TRIM((MID(C1360,FIND("""""""""""""""";"""""""""""""""",C1360,1)+1,100))),""""""""""""""""/"""""""""""""""",""""""""""""""""%2F""""""""""""""""),""""""""""""""""&""""""""""""""""), TRIM((MID(C1360,FIND("""""""""""""""";"""""""""""""""",C1360,1)+1,100)))), """""""""""""""" """""""""""""""")",United Arab Emirates,Middle East,Developing,2021,Article 2.9.2 of the TBT Agreement,"Technical Regulation for legal units of measurement: The provisions of this regulation apply to the legal units of measurement, their symbols and prefixes only, in the following areas:(...) 5- The areas of health, safety and environment(...)",Technical regulation,Legal units of measurement,17.020,"","",Applies to legal units of measurement in the area of protection of environment,Environment,General environmental protection,Technical regulation or specifications,All products/economic activities,United Arab Emirates,2021,,01-99,"","",1,0.27,0.218,1.866,0,0.315,0.5,0.815,1.521,"","",17.020,85,31,0.151,TRUE
