area_name,area_code,date,new_cases,total_cases
Brent,E09000005,2021-04-01,18,28247
Bromley,E09000006,2021-04-01,9,24236
Camden,E09000007,2021-04-01,5,13954
Croydon,E09000008,2021-04-01,4,30678
Ealing,E09000009,2021-04-01,15,30751
Enfield,E09000010,2021-04-01,9,29570
Greenwich,E09000011,2021-04-01,12,22236
Hackney and City of London,E09000012,2021-04-01,5,21466
Hammersmith and Fulham,E09000013,2021-04-01,7,12865
Haringey,E09000014,2021-04-01,4,20668
Harrow,E09000015,2021-04-01,16,20528
Havering,E09000016,2021-04-01,10,26752
Hillingdon,E09000017,2021-04-01,22,26153
Hounslow,E09000018,2021-04-01,16,24535
Islington,E09000019,2021-04-01,2,14866
Kensington and Chelsea,E09000020,2021-04-01,9,8856
Kingston upon Thames,E09000021,2021-04-01,8,12118
Lambeth,E09000022,2021-04-01,11,24070
Lewisham,E09000023,2021-04-01,3,21538
Merton,E09000024,2021-04-01,8,16092
Newham,E09000025,2021-04-01,18,35198
Redbridge,E09000026,2021-04-01,14,32594
Richmond upon Thames,E09000027,2021-04-01,5,10723
Southwark,E09000028,2021-04-01,9,22279
Sutton,E09000029,2021-04-01,4,15819
Tower Hamlets,E09000030,2021-04-01,15,28579
Waltham Forest,E09000031,2021-04-01,11,24746
Wandsworth,E09000032,2021-04-01,13,21916
Westminster,E09000033,2021-04-01,10,13951
Barking and Dagenham,E09000002,2021-04-02,14,23403
Barnet,E09000003,2021-04-02,17,30135
Bexley,E09000004,2021-04-02,8,22242
Brent,E09000005,2021-04-02,4,28251
Bromley,E09000006,2021-04-02,5,24241
Camden,E09000007,2021-04-02,12,13966
Croydon,E09000008,2021-04-02,7,30685
Ealing,E09000009,2021-04-02,14,30765
Enfield,E09000010,2021-04-02,8,29578
Greenwich,E09000011,2021-04-02,5,22241
Hackney and City of London,E09000012,2021-04-02,8,21474
Hammersmith and Fulham,E09000013,2021-04-02,7,12872
Haringey,E09000014,2021-04-02,7,20675
Harrow,E09000015,2021-04-02,6,20534
Havering,E09000016,2021-04-02,11,26763
Hillingdon,E09000017,2021-04-02,10,26163
Hounslow,E09000018,2021-04-02,10,24545
Islington,E09000019,2021-04-02,6,14872
Kensington and Chelsea,E09000020,2021-04-02,7,8863
Kingston upon Thames,E09000021,2021-04-02,7,12125
Lambeth,E09000022,2021-04-02,3,24073
Lewisham,E09000023,2021-04-02,6,21544
Merton,E09000024,2021-04-02,2,16094
Newham,E09000025,2021-04-02,12,35210
Redbridge,E09000026,2021-04-02,6,32600
Richmond upon Thames,E09000027,2021-04-02,3,10726
Southwark,E09000028,2021-04-02,2,22281
Sutton,E09000029,2021-04-02,2,15821
Tower Hamlets,E09000030,2021-04-02,12,28591
Waltham Forest,E09000031,2021-04-02,7,24753
Wandsworth,E09000032,2021-04-02,15,21931
Westminster,E09000033,2021-04-02,8,13959
Barking and Dagenham,E09000002,2021-04-03,4,23407
Barnet,E09000003,2021-04-03,13,30148
Bexley,E09000004,2021-04-03,12,22254
Brent,E09000005,2021-04-03,9,28260
Bromley,E09000006,2021-04-03,3,24244
Camden,E09000007,2021-04-03,5,13971
Croydon,E09000008,2021-04-03,8,30693
Ealing,E09000009,2021-04-03,11,30776
Enfield,E09000010,2021-04-03,12,29590
Greenwich,E09000011,2021-04-03,3,22244
Hackney and City of London,E09000012,2021-04-03,9,21483
Hammersmith and Fulham,E09000013,2021-04-03,3,12875
Haringey,E09000014,2021-04-03,5,20680
Harrow,E09000015,2021-04-03,7,20541
Havering,E09000016,2021-04-03,6,26769
Hillingdon,E09000017,2021-04-03,21,26184
Hounslow,E09000018,2021-04-03,12,24557
Islington,E09000019,2021-04-03,7,14879
Kensington and Chelsea,E09000020,2021-04-03,1,8864
Kingston upon Thames,E09000021,2021-04-03,6,12131
Lambeth,E09000022,2021-04-03,2,24075
Lewisham,E09000023,2021-04-03,0,21544
Merton,E09000024,2021-04-03,4,16098
Newham,E09000025,2021-04-03,16,35226
Redbridge,E09000026,2021-04-03,14,32614
Richmond upon Thames,E09000027,2021-04-03,11,10737
Southwark,E09000028,2021-04-03,3,22284
Sutton,E09000029,2021-04-03,4,15825
Tower Hamlets,E09000030,2021-04-03,6,28597
Waltham Forest,E09000031,2021-04-03,3,24756
Wandsworth,E09000032,2021-04-03,9,21940
Westminster,E09000033,2021-04-03,10,13969
Barking and Dagenham,E09000002,2021-04-04,8,23415
Barnet,E09000003,2021-04-04,7,30155
Bexley,E09000004,2021-04-04,4,22258
Brent,E09000005,2021-04-04,3,28263
Bromley,E09000006,2021-04-04,6,24250
Camden,E09000007,2021-04-04,1,13972
Croydon,E09000008,2021-04-04,8,30701
Ealing,E09000009,2021-04-04,6,30782
Enfield,E09000010,2021-04-04,4,29594
Greenwich,E09000011,2021-04-04,5,22249
Hackney and City of London,E09000012,2021-04-04,8,21491
Hammersmith and Fulham,E09000013,2021-04-04,1,12876
Haringey,E09000014,2021-04-04,4,20684
Harrow,E09000015,2021-04-04,11,20552
Havering,E09000016,2021-04-04,2,26771
Hillingdon,E09000017,2021-04-04,21,26205
Hounslow,E09000018,2021-04-04,12,24569
Islington,E09000019,2021-04-04,5,14884
Kensington and Chelsea,E09000020,2021-04-04,7,8871
Kingston upon Thames,E09000021,2021-04-04,7,12138
Lambeth,E09000022,2021-04-04,5,24080
Lewisham,E09000023,2021-04-04,7,21551
Merton,E09000024,2021-04-04,3,16101
Newham,E09000025,2021-04-04,10,35236
Redbridge,E09000026,2021-04-04,16,32630
Richmond upon Thames,E09000027,2021-04-04,7,10744
Southwark,E09000028,2021-04-04,2,22286
Sutton,E09000029,2021-04-04,4,15829
Tower Hamlets,E09000030,2021-04-04,10,28607
Waltham Forest,E09000031,2021-04-04,4,24760
Wandsworth,E09000032,2021-04-04,6,21946
Westminster,E09000033,2021-04-04,8,13977
Barking and Dagenham,E09000002,2021-04-05,11,23426
Barnet,E09000003,2021-04-05,16,30171
Bexley,E09000004,2021-04-05,3,22261
Brent,E09000005,2021-04-05,11,28274
Bromley,E09000006,2021-04-05,3,24253
Camden,E09000007,2021-04-05,3,13975
Croydon,E09000008,2021-04-05,5,30706
Ealing,E09000009,2021-04-05,21,30803
Enfield,E09000010,2021-04-05,6,29600
Greenwich,E09000011,2021-04-05,4,22253
Hackney and City of London,E09000012,2021-04-05,4,21495
Hammersmith and Fulham,E09000013,2021-04-05,4,12880
Haringey,E09000014,2021-04-05,4,20688
Harrow,E09000015,2021-04-05,10,20562
Havering,E09000016,2021-04-05,7,26778
Hillingdon,E09000017,2021-04-05,13,26218
Hounslow,E09000018,2021-04-05,17,24586
Islington,E09000019,2021-04-05,5,14889
Kensington and Chelsea,E09000020,2021-04-05,7,8878
Kingston upon Thames,E09000021,2021-04-05,4,12142
Lambeth,E09000022,2021-04-05,2,24082
Lewisham,E09000023,2021-04-05,4,21555
Merton,E09000024,2021-04-05,4,16105
Newham,E09000025,2021-04-05,10,35246
Redbridge,E09000026,2021-04-05,12,32642
Richmond upon Thames,E09000027,2021-04-05,6,10750
Southwark,E09000028,2021-04-05,7,22293
Sutton,E09000029,2021-04-05,6,15835
Tower Hamlets,E09000030,2021-04-05,10,28617
Waltham Forest,E09000031,2021-04-05,4,24764
Wandsworth,E09000032,2021-04-05,10,21956
Westminster,E09000033,2021-04-05,9,13986
Barking and Dagenham,E09000002,2021-04-06,12,23438
Barnet,E09000003,2021-04-06,13,30184
Bexley,E09000004,2021-04-06,8,22269
Brent,E09000005,2021-04-06,20,28294
Bromley,E09000006,2021-04-06,9,24262
Camden,E09000007,2021-04-06,6,13981
Croydon,E09000008,2021-04-06,10,30716
Ealing,E09000009,2021-04-06,16,30819
Enfield,E09000010,2021-04-06,7,29607
Greenwich,E09000011,2021-04-06,4,22257
Hackney and City of London,E09000012,2021-04-06,10,21505
Hammersmith and Fulham,E09000013,2021-04-06,5,12885
Haringey,E09000014,2021-04-06,5,20693
Harrow,E09000015,2021-04-06,14,20576
Havering,E09000016,2021-04-06,5,26783
Hillingdon,E09000017,2021-04-06,25,26243
Hounslow,E09000018,2021-04-06,27,24613
Islington,E09000019,2021-04-06,8,14897
Kensington and Chelsea,E09000020,2021-04-06,8,8886
Kingston upon Thames,E09000021,2021-04-06,8,12150
Lambeth,E09000022,2021-04-06,2,24084
Lewisham,E09000023,2021-04-06,6,21561
Merton,E09000024,2021-04-06,9,16114
Newham,E09000025,2021-04-06,24,35270
Redbridge,E09000026,2021-04-06,17,32659
Richmond upon Thames,E09000027,2021-04-06,9,10759
Southwark,E09000028,2021-04-06,2,22295
Sutton,E09000029,2021-04-06,3,15838
Tower Hamlets,E09000030,2021-04-06,10,28627
Waltham Forest,E09000031,2021-04-06,8,24772
Wandsworth,E09000032,2021-04-06,13,21969
Westminster,E09000033,2021-04-06,8,13994
Barking and Dagenham,E09000002,2021-04-07,9,23447
Barnet,E09000003,2021-04-07,21,30205
Bexley,E09000004,2021-04-07,8,22277
Brent,E09000005,2021-04-07,11,28305
Bromley,E09000006,2021-04-07,6,24268
Camden,E09000007,2021-04-07,7,13988
Croydon,E09000008,2021-04-07,12,30728
Ealing,E09000009,2021-04-07,25,30844
Enfield,E09000010,2021-04-07,6,29613
Greenwich,E09000011,2021-04-07,4,22261
Hackney and City of London,E09000012,2021-04-07,18,21523
Hammersmith and Fulham,E09000013,2021-04-07,5,12890
Haringey,E09000014,2021-04-07,2,20695
Harrow,E09000015,2021-04-07,13,20589
Havering,E09000016,2021-04-07,5,26788
Hillingdon,E09000017,2021-04-07,23,26266
Hounslow,E09000018,2021-04-07,5,24618
Islington,E09000019,2021-04-07,8,14905
Kensington and Chelsea,E09000020,2021-04-07,8,8894
Kingston upon Thames,E09000021,2021-04-07,13,12163
Lambeth,E09000022,2021-04-07,12,24096
Lewisham,E09000023,2021-04-07,10,21571
Merton,E09000024,2021-04-07,6,16120
Newham,E09000025,2021-04-07,20,35290
Redbridge,E09000026,2021-04-07,15,32674
Richmond upon Thames,E09000027,2021-04-07,5,10764
Southwark,E09000028,2021-04-07,9,22304
Sutton,E09000029,2021-04-07,3,15841
Tower Hamlets,E09000030,2021-04-07,12,28639
Waltham Forest,E09000031,2021-04-07,11,24783
Wandsworth,E09000032,2021-04-07,11,21980
Westminster,E09000033,2021-04-07,16,14010
Barking and Dagenham,E09000002,2021-04-08,9,23456
Barnet,E09000003,2021-04-08,16,30221
Bexley,E09000004,2021-04-08,4,22281
Brent,E09000005,2021-04-08,18,28323
Bromley,E09000006,2021-04-08,3,24271
Camden,E09000007,2021-04-08,7,13995
Croydon,E09000008,2021-04-08,10,30738
Ealing,E09000009,2021-04-08,16,30860
Enfield,E09000010,2021-04-08,9,29622
Greenwich,E09000011,2021-04-08,10,22271
Hackney and City of London,E09000012,2021-04-08,12,21535
Hammersmith and Fulham,E09000013,2021-04-08,10,12900
Haringey,E09000014,2021-04-08,3,20698
Harrow,E09000015,2021-04-08,14,20603
Havering,E09000016,2021-04-08,7,26795
Hillingdon,E09000017,2021-04-08,16,26282
Hounslow,E09000018,2021-04-08,24,24642
Islington,E09000019,2021-04-08,6,14911
Kensington and Chelsea,E09000020,2021-04-08,5,8899
Kingston upon Thames,E09000021,2021-04-08,3,12166
Lambeth,E09000022,2021-04-08,8,24104
Lewisham,E09000023,2021-04-08,5,21576
Merton,E09000024,2021-04-08,8,16128
Newham,E09000025,2021-04-08,17,35307
Redbridge,E09000026,2021-04-08,8,32682
Richmond upon Thames,E09000027,2021-04-08,6,10770
Southwark,E09000028,2021-04-08,3,22307
Sutton,E09000029,2021-04-08,3,15844
Tower Hamlets,E09000030,2021-04-08,17,28656
Waltham Forest,E09000031,2021-04-08,12,24795
Wandsworth,E09000032,2021-04-08,10,21990
Westminster,E09000033,2021-04-08,11,14021
Barking and Dagenham,E09000002,2021-04-09,11,23467
Barnet,E09000003,2021-04-09,20,30241
Bexley,E09000004,2021-04-09,4,22285
Brent,E09000005,2021-04-09,13,28336
Bromley,E09000006,2021-04-09,2,24273
Camden,E09000007,2021-04-09,11,14006
Croydon,E09000008,2021-04-09,13,30751
Ealing,E09000009,2021-04-09,17,30877
Enfield,E09000010,2021-04-09,8,29630
Greenwich,E09000011,2021-04-09,4,22275
Hackney and City of London,E09000012,2021-04-09,12,21547
Hammersmith and Fulham,E09000013,2021-04-09,4,12904
Haringey,E09000014,2021-04-09,9,20707
Harrow,E09000015,2021-04-09,37,20640
Havering,E09000016,2021-04-09,8,26803
Hillingdon,E09000017,2021-04-09,18,26300
Hounslow,E09000018,2021-04-09,13,24655
Islington,E09000019,2021-04-09,6,14917
Kensington and Chelsea,E09000020,2021-04-09,6,8905
Kingston upon Thames,E09000021,2021-04-09,5,12171
Lambeth,E09000022,2021-04-09,8,24112
Lewisham,E09000023,2021-04-09,2,21578
Merton,E09000024,2021-04-09,9,16137
Newham,E09000025,2021-04-09,27,35334
Redbridge,E09000026,2021-04-09,21,32703
Richmond upon Thames,E09000027,2021-04-09,3,10773
Southwark,E09000028,2021-04-09,5,22312
Sutton,E09000029,2021-04-09,2,15846
Tower Hamlets,E09000030,2021-04-09,19,28675
Waltham Forest,E09000031,2021-04-09,11,24806
Wandsworth,E09000032,2021-04-09,9,21999
Westminster,E09000033,2021-04-09,14,14035
Barking and Dagenham,E09000002,2021-04-10,8,23475
Barnet,E09000003,2021-04-10,17,30258
Bexley,E09000004,2021-04-10,9,22294
Brent,E09000005,2021-04-10,12,28348
Bromley,E09000006,2021-04-10,4,24277
Camden,E09000007,2021-04-10,5,14011
Croydon,E09000008,2021-04-10,7,30758
Ealing,E09000009,2021-04-10,9,30886
Enfield,E09000010,2021-04-10,5,29635
Greenwich,E09000011,2021-04-10,6,22281
Hackney and City of London,E09000012,2021-04-10,7,21554
Hammersmith and Fulham,E09000013,2021-04-10,6,12910
Haringey,E09000014,2021-04-10,3,20710
Harrow,E09000015,2021-04-10,7,20647
Havering,E09000016,2021-04-10,4,26807
Hillingdon,E09000017,2021-04-10,17,26317
Hounslow,E09000018,2021-04-10,17,24672
Islington,E09000019,2021-04-10,6,14923
Kensington and Chelsea,E09000020,2021-04-10,4,8909
Kingston upon Thames,E09000021,2021-04-10,14,12185
Lambeth,E09000022,2021-04-10,7,24119
Lewisham,E09000023,2021-04-10,5,21583
Merton,E09000024,2021-04-10,7,16144
Newham,E09000025,2021-04-10,14,35348
Redbridge,E09000026,2021-04-10,16,32719
Richmond upon Thames,E09000027,2021-04-10,6,10779
Southwark,E09000028,2021-04-10,3,22315
Sutton,E09000029,2021-04-10,6,15852
Tower Hamlets,E09000030,2021-04-10,8,28683
Waltham Forest,E09000031,2021-04-10,6,24812
Wandsworth,E09000032,2021-04-10,20,22019
Westminster,E09000033,2021-04-10,10,14045
Barking and Dagenham,E09000002,2021-04-11,8,23483
Barnet,E09000003,2021-04-11,15,30273
Bexley,E09000004,2021-04-11,5,22299
Brent,E09000005,2021-04-11,10,28358
Bromley,E09000006,2021-04-11,2,24279
Camden,E09000007,2021-04-11,8,14019
Croydon,E09000008,2021-04-11,3,30761
Ealing,E09000009,2021-04-11,17,30903
Enfield,E09000010,2021-04-11,10,29645
Greenwich,E09000011,2021-04-11,8,22289
Hackney and City of London,E09000012,2021-04-11,13,21567
Hammersmith and Fulham,E09000013,2021-04-11,9,12919
Haringey,E09000014,2021-04-11,4,20714
Harrow,E09000015,2021-04-11,11,20658
Havering,E09000016,2021-04-11,5,26812
Hillingdon,E09000017,2021-04-11,17,26334
Hounslow,E09000018,2021-04-11,5,24677
Islington,E09000019,2021-04-11,6,14929
Kensington and Chelsea,E09000020,2021-04-11,9,8918
Kingston upon Thames,E09000021,2021-04-11,9,12194
Lambeth,E09000022,2021-04-11,7,24126
Lewisham,E09000023,2021-04-11,3,21586
Merton,E09000024,2021-04-11,12,16156
Newham,E09000025,2021-04-11,20,35368
Redbridge,E09000026,2021-04-11,16,32735
Richmond upon Thames,E09000027,2021-04-11,8,10787
Southwark,E09000028,2021-04-11,9,22324
Sutton,E09000029,2021-04-11,3,15855
Tower Hamlets,E09000030,2021-04-11,17,28700
Waltham Forest,E09000031,2021-04-11,3,24815
Wandsworth,E09000032,2021-04-11,9,22028
Westminster,E09000033,2021-04-11,11,14056
Barking and Dagenham,E09000002,2021-04-12,7,23490
Barnet,E09000003,2021-04-12,22,30295
Bexley,E09000004,2021-04-12,5,22304
Brent,E09000005,2021-04-12,16,28374
Bromley,E09000006,2021-04-12,5,24284
Camden,E09000007,2021-04-12,6,14025
Croydon,E09000008,2021-04-12,5,30766
Ealing,E09000009,2021-04-12,24,30927
Enfield,E09000010,2021-04-12,9,29654
Greenwich,E09000011,2021-04-12,9,22298
Hackney and City of London,E09000012,2021-04-12,8,21575
Hammersmith and Fulham,E09000013,2021-04-12,10,12929
Haringey,E09000014,2021-04-12,10,20724
Harrow,E09000015,2021-04-12,5,20663
Havering,E09000016,2021-04-12,9,26821
Hillingdon,E09000017,2021-04-12,24,26358
Hounslow,E09000018,2021-04-12,18,24695
Islington,E09000019,2021-04-12,8,14937
Kensington and Chelsea,E09000020,2021-04-12,8,8926
Kingston upon Thames,E09000021,2021-04-12,3,12197
Lambeth,E09000022,2021-04-12,8,24134
Lewisham,E09000023,2021-04-12,2,21588
Merton,E09000024,2021-04-12,4,16160
Newham,E09000025,2021-04-12,21,35389
Redbridge,E09000026,2021-04-12,19,32754
Richmond upon Thames,E09000027,2021-04-12,8,10795
Southwark,E09000028,2021-04-12,6,22330
Sutton,E09000029,2021-04-12,6,15861
Tower Hamlets,E09000030,2021-04-12,7,28707
Waltham Forest,E09000031,2021-04-12,15,24830
Wandsworth,E09000032,2021-04-12,13,22041
Westminster,E09000033,2021-04-12,8,14064
Barking and Dagenham,E09000002,2021-04-13,5,23495
Barnet,E09000003,2021-04-13,22,30317
Bexley,E09000004,2021-04-13,6,22310
Brent,E09000005,2021-04-13,12,28386
Bromley,E09000006,2021-04-13,6,24290
Camden,E09000007,2021-04-13,5,14030
Croydon,E09000008,2021-04-13,7,30773
Ealing,E09000009,2021-04-13,8,30935
Enfield,E09000010,2021-04-13,6,29660
Greenwich,E09000011,2021-04-13,8,22306
Hackney and City of London,E09000012,2021-04-13,7,21582
Hammersmith and Fulham,E09000013,2021-04-13,5,12934
Haringey,E09000014,2021-04-13,4,20728
Harrow,E09000015,2021-04-13,13,20676
Havering,E09000016,2021-04-13,4,26825
Hillingdon,E09000017,2021-04-13,18,26376
Hounslow,E09000018,2021-04-13,15,24710
Islington,E09000019,2021-04-13,5,14942
Kensington and Chelsea,E09000020,2021-04-13,8,8934
Kingston upon Thames,E09000021,2021-04-13,4,12201
Lambeth,E09000022,2021-04-13,9,24143
Lewisham,E09000023,2021-04-13,4,21592
Merton,E09000024,2021-04-13,6,16166
Newham,E09000025,2021-04-13,19,35408
Redbridge,E09000026,2021-04-13,14,32768
Richmond upon Thames,E09000027,2021-04-13,5,10800
Southwark,E09000028,2021-04-13,7,22337
Sutton,E09000029,2021-04-13,4,15865
Tower Hamlets,E09000030,2021-04-13,15,28722
Waltham Forest,E09000031,2021-04-13,7,24837
Wandsworth,E09000032,2021-04-13,4,22045
Westminster,E09000033,2021-04-13,15,14079
Barking and Dagenham,E09000002,2021-04-14,8,23503
Barnet,E09000003,2021-04-14,20,30337
Bexley,E09000004,2021-04-14,6,22316
Brent,E09000005,2021-04-14,14,28400
Bromley,E09000006,2021-04-14,4,24294
Camden,E09000007,2021-04-14,3,14033
Croydon,E09000008,2021-04-14,10,30783
Ealing,E09000009,2021-04-14,8,30943
Enfield,E09000010,2021-04-14,3,29663
Greenwich,E09000011,2021-04-14,5,22311
Hackney and City of London,E09000012,2021-04-14,2,21584
Hammersmith and Fulham,E09000013,2021-04-14,7,12941
Haringey,E09000014,2021-04-14,9,20737
Harrow,E09000015,2021-04-14,10,20686
Havering,E09000016,2021-04-14,4,26829
Hillingdon,E09000017,2021-04-14,12,26388
Hounslow,E09000018,2021-04-14,14,24724
Islington,E09000019,2021-04-14,5,14947
Kensington and Chelsea,E09000020,2021-04-14,9,8943
Kingston upon Thames,E09000021,2021-04-14,4,12205
Lambeth,E09000022,2021-04-14,7,24150
Lewisham,E09000023,2021-04-14,5,21597
Merton,E09000024,2021-04-14,6,16172
Newham,E09000025,2021-04-14,13,35421
Redbridge,E09000026,2021-04-14,12,32780
Richmond upon Thames,E09000027,2021-04-14,3,10803
Southwark,E09000028,2021-04-14,8,22345
Sutton,E09000029,2021-04-14,7,15872
Tower Hamlets,E09000030,2021-04-14,12,28734
Waltham Forest,E09000031,2021-04-14,10,24847
Wandsworth,E09000032,2021-04-14,12,22057
Westminster,E09000033,2021-04-14,12,14091
Barking and Dagenham,E09000002,2021-04-15,10,23513
Barnet,E09000003,2021-04-15,15,30352
Bexley,E09000004,2021-04-15,8,22324
Brent,E09000005,2021-04-15,12,28412
Bromley,E09000006,2021-04-15,3,24297
Camden,E09000007,2021-04-15,5,14038
Croydon,E09000008,2021-04-15,3,30786
Ealing,E09000009,2021-04-15,18,30961
Enfield,E09000010,2021-04-15,16,29679
Greenwich,E09000011,2021-04-15,7,22318
Hackney and City of London,E09000012,2021-04-15,6,21590
Hammersmith and Fulham,E09000013,2021-04-15,7,12948
Haringey,E09000014,2021-04-15,9,20746
Harrow,E09000015,2021-04-15,11,20697
Havering,E09000016,2021-04-15,5,26834
Hillingdon,E09000017,2021-04-15,13,26401
Hounslow,E09000018,2021-04-15,9,24733
Islington,E09000019,2021-04-15,7,14954
Kensington and Chelsea,E09000020,2021-04-15,12,8955
Kingston upon Thames,E09000021,2021-04-15,5,12210
Lambeth,E09000022,2021-04-15,10,24160
Lewisham,E09000023,2021-04-15,9,21606
Merton,E09000024,2021-04-15,5,16177
Newham,E09000025,2021-04-15,12,35433
Redbridge,E09000026,2021-04-15,17,32797
Richmond upon Thames,E09000027,2021-04-15,5,10808
Southwark,E09000028,2021-04-15,6,22351
Sutton,E09000029,2021-04-15,3,15875
Tower Hamlets,E09000030,2021-04-15,9,28743
Waltham Forest,E09000031,2021-04-15,4,24851
Wandsworth,E09000032,2021-04-15,22,22079
Westminster,E09000033,2021-04-15,14,14105
Barking and Dagenham,E09000002,2021-04-16,6,23519
Barnet,E09000003,2021-04-16,12,30364
Bexley,E09000004,2021-04-16,5,22329
Brent,E09000005,2021-04-16,18,28430
Bromley,E09000006,2021-04-16,3,24300
Camden,E09000007,2021-04-16,8,14046
Croydon,E09000008,2021-04-16,4,30790
Ealing,E09000009,2021-04-16,14,30975
Enfield,E09000010,2021-04-16,10,29689
Greenwich,E09000011,2021-04-16,5,22323
Hackney and City of London,E09000012,2021-04-16,11,21601
Hammersmith and Fulham,E09000013,2021-04-16,12,12960
Haringey,E09000014,2021-04-16,4,20750
Harrow,E09000015,2021-04-16,23,20720
Havering,E09000016,2021-04-16,5,26839
Hillingdon,E09000017,2021-04-16,17,26418
Hounslow,E09000018,2021-04-16,23,24756
Islington,E09000019,2021-04-16,4,14958
Kensington and Chelsea,E09000020,2021-04-16,9,8964
Kingston upon Thames,E09000021,2021-04-16,4,12214
Lambeth,E09000022,2021-04-16,5,24165
Lewisham,E09000023,2021-04-16,3,21609
Merton,E09000024,2021-04-16,9,16186
Newham,E09000025,2021-04-16,23,35456
Redbridge,E09000026,2021-04-16,11,32808
Richmond upon Thames,E09000027,2021-04-16,5,10813
Southwark,E09000028,2021-04-16,8,22359
Sutton,E09000029,2021-04-16,3,15878
Tower Hamlets,E09000030,2021-04-16,7,28750
Waltham Forest,E09000031,2021-04-16,9,24860
Wandsworth,E09000032,2021-04-16,11,22090
Westminster,E09000033,2021-04-16,10,14115
Barking and Dagenham,E09000002,2021-04-17,7,23526
Barnet,E09000003,2021-04-17,5,30369
Bexley,E09000004,2021-04-17,4,22333
Brent,E09000005,2021-04-17,18,28448
Bromley,E09000006,2021-04-17,2,24302
Camden,E09000007,2021-04-17,4,14050
Croydon,E09000008,2021-04-17,5,30795
Ealing,E09000009,2021-04-17,16,30991
Enfield,E09000010,2021-04-17,1,29690
Greenwich,E09000011,2021-04-17,7,22330
Hackney and City of London,E09000012,2021-04-17,4,21605
Hammersmith and Fulham,E09000013,2021-04-17,8,12968
Haringey,E09000014,2021-04-17,2,20752
Harrow,E09000015,2021-04-17,4,20724
Havering,E09000016,2021-04-17,6,26845
Hillingdon,E09000017,2021-04-17,14,26432
Hounslow,E09000018,2021-04-17,11,24767
Islington,E09000019,2021-04-17,1,14959
Kensington and Chelsea,E09000020,2021-04-17,6,8970
Kingston upon Thames,E09000021,2021-04-17,2,12216
Lambeth,E09000022,2021-04-17,5,24170
Lewisham,E09000023,2021-04-17,7,21616
Merton,E09000024,2021-04-17,6,16192
Newham,E09000025,2021-04-17,11,35467
Redbridge,E09000026,2021-04-17,15,32823
Richmond upon Thames,E09000027,2021-04-17,5,10818
Southwark,E09000028,2021-04-17,6,22365
Sutton,E09000029,2021-04-17,4,15882
Tower Hamlets,E09000030,2021-04-17,13,28763
Waltham Forest,E09000031,2021-04-17,6,24866
Wandsworth,E09000032,2021-04-17,4,22094
Westminster,E09000033,2021-04-17,9,14124
Barking and Dagenham,E09000002,2021-04-18,21,23547
Barnet,E09000003,2021-04-18,15,30384
Bexley,E09000004,2021-04-18,4,22337
Brent,E09000005,2021-04-18,24,28472
Bromley,E09000006,2021-04-18,6,24308
Camden,E09000007,2021-04-18,8,14058
Croydon,E09000008,2021-04-18,10,30805
Ealing,E09000009,2021-04-18,16,31007
Enfield,E09000010,2021-04-18,12,29702
Greenwich,E09000011,2021-04-18,6,22336
Hackney and City of London,E09000012,2021-04-18,8,21613
Hammersmith and Fulham,E09000013,2021-04-18,9,12977
Haringey,E09000014,2021-04-18,12,20764
Harrow,E09000015,2021-04-18,6,20730
Havering,E09000016,2021-04-18,8,26853
Hillingdon,E09000017,2021-04-18,20,26452
Hounslow,E09000018,2021-04-18,20,24787
Islington,E09000019,2021-04-18,4,14963
Kensington and Chelsea,E09000020,2021-04-18,6,8976
Kingston upon Thames,E09000021,2021-04-18,7,12223
Lambeth,E09000022,2021-04-18,14,24184
Lewisham,E09000023,2021-04-18,7,21623
Merton,E09000024,2021-04-18,9,16201
Newham,E09000025,2021-04-18,22,35489
Redbridge,E09000026,2021-04-18,18,32841
Richmond upon Thames,E09000027,2021-04-18,6,10824
Southwark,E09000028,2021-04-18,12,22377
Sutton,E09000029,2021-04-18,7,15889
Tower Hamlets,E09000030,2021-04-18,15,28778
Waltham Forest,E09000031,2021-04-18,8,24874
Wandsworth,E09000032,2021-04-18,15,22109
Westminster,E09000033,2021-04-18,5,14129
Barking and Dagenham,E09000002,2021-04-19,6,23553
Barnet,E09000003,2021-04-19,14,30398
Bexley,E09000004,2021-04-19,9,22346
Brent,E09000005,2021-04-19,23,28495
Bromley,E09000006,2021-04-19,12,24320
Camden,E09000007,2021-04-19,9,14067
Croydon,E09000008,2021-04-19,19,30824
Ealing,E09000009,2021-04-19,13,31020
Enfield,E09000010,2021-04-19,23,29725
Greenwich,E09000011,2021-04-19,8,22344
Hackney and City of London,E09000012,2021-04-19,10,21623
Hammersmith and Fulham,E09000013,2021-04-19,10,12987
Haringey,E09000014,2021-04-19,6,20770
Harrow,E09000015,2021-04-19,3,20733
Havering,E09000016,2021-04-19,4,26857
Hillingdon,E09000017,2021-04-19,25,26477
Hounslow,E09000018,2021-04-19,22,24809
Islington,E09000019,2021-04-19,3,14966
Kensington and Chelsea,E09000020,2021-04-19,11,8987
Kingston upon Thames,E09000021,2021-04-19,6,12229
Lambeth,E09000022,2021-04-19,12,24196
Lewisham,E09000023,2021-04-19,5,21628
Merton,E09000024,2021-04-19,9,16210
Newham,E09000025,2021-04-19,14,35503
Redbridge,E09000026,2021-04-19,6,32847
Richmond upon Thames,E09000027,2021-04-19,6,10830
